,hh_key,hhincome_eq_percapita
26346,8-279068,medium
26347,8-279069,low
26348,8-281050,low
26349,8-281077,low
26350,8-281251,low
26351,8-281261,low
26352,8-281328,low
26353,8-281337,medium
26354,8-281343,high
26355,8-281348,medium
26356,8-283035,low
26357,8-283052,low
26358,8-302007,high
26359,8-302014,low
26360,8-302035,low
26361,8-302036,high
26362,8-302060,high
26363,8-304001,low
26364,8-304017,high
26365,8-304029,high
26366,8-304033,high
26367,8-304037,high
26368,8-304041,medium
26369,8-307005,high
26370,8-307011,low
26371,8-307012,medium
26372,8-313007,low
26373,8-313009,low
26374,8-314007,medium
26375,8-317005,high
26376,8-317006,medium
26377,8-317012,low
26378,8-317020,medium
26379,8-317021,high
26380,8-319001,high
26381,8-319008,low
26382,8-322001,medium
26383,8-322012,low
26384,8-322015,high
26385,8-323001,low
26386,8-323002,medium
26387,8-323005,high
26388,8-324006,medium
26389,8-324009,high
26390,8-324010,low
26391,8-327015,low
26392,8-327017,medium
26393,8-327018,medium
26394,8-327021,high
26395,8-328025,high
26396,8-328049,medium
26397,8-330001,high
26398,8-330009,low
26399,8-330019,high
26400,8-330029,high
26401,8-333018,low
26402,8-333027,low
26403,8-333042,low
26404,8-333060,high
26405,8-333065,high
26406,8-333066,low
26407,8-333076,high
26408,8-333089,low
26409,8-333096,low
26410,8-333098,high
26411,8-338002,medium
26412,8-338009,high
26413,8-338010,high
26414,8-339001,high
26415,8-348000,medium
26416,8-348005,medium
26417,8-348010,low
26418,8-348016,high
26419,8-348040,high
26420,8-348046,low
26421,8-350013,high
26422,8-350038,high
26423,8-350047,low
26424,8-350050,low
26425,8-350058,low
26426,8-352004,low
26427,8-352008,high
26428,8-353012,high
26429,8-353026,low
26430,8-354000,high
26431,8-354002,high
26432,8-354014,high
26433,8-354015,low
26434,8-355002,low
26435,8-355011,high
26436,8-356003,high
26437,8-356011,low
26438,8-356031,high
26439,8-357011,high
26440,8-358006,medium
26441,8-358007,high
26442,8-358008,high
26443,8-358033,high
26444,8-358034,medium
26445,8-358039,low
26446,8-359003,high
26447,8-359011,low
26448,8-359025,high
26449,8-359044,high
26450,8-359051,medium
26451,8-359054,high
26452,8-360025,high
26453,8-360033,medium
26454,8-361023,high
26455,8-361045,medium
26456,8-362010,high
26457,8-362012,high
26458,8-362021,high
26459,8-362026,high
26460,8-363501,low
26461,8-364005,low
26462,8-364022,low
26463,8-364023,high
26464,8-364030,medium
26465,8-364039,low
26466,8-364040,low
26467,8-366006,high
26468,8-366009,low
26469,8-366011,low
26470,8-367004,low
26471,8-367006,low
26472,8-367007,low
26473,8-367011,medium
26474,8-368004,medium
26475,8-368006,low
26476,8-368008,medium
26477,8-368014,high
26478,8-368049,medium
26479,8-368054,high
26480,8-370000,low
26481,8-370011,low
26482,8-370038,high
26483,8-371004,low
26484,8-371018,low
26485,8-372004,low
26486,8-372010,high
26487,8-372027,high
26488,8-372040,high
26489,8-372049,high
26490,8-374001,medium
26491,8-374004,medium
26492,8-374009,high
26493,8-374011,high
26494,8-374018,high
26495,8-374021,high
26496,8-377003,medium
26497,8-377008,low
26498,8-377014,high
26499,8-377504,high
26500,8-377505,low
26501,8-378007,high
26502,8-378008,low
26503,8-378026,low
26504,8-379023,medium
26505,8-379036,high
26506,8-380004,low
26507,8-380040,medium
26508,8-380084,high
26509,8-381007,medium
26510,8-381021,high
26511,8-381032,low
26512,8-382004,low
26513,8-382025,low
26514,8-382031,high
26515,8-382032,low
26516,8-382034,medium
26517,8-382050,high
26518,8-383001,low
26519,8-383008,high
26520,8-383014,low
26521,8-383022,low
26522,8-384003,medium
26523,8-384019,low
26524,8-384028,low
26525,8-385019,medium
26526,8-385026,medium
26527,8-386008,low
26528,8-386011,medium
26529,8-386026,low
26530,8-387001,high
26531,8-387014,high
26532,8-387020,high
26533,8-387021,high
26534,8-388007,high
26535,8-388011,high
26536,8-388021,high
26537,8-389013,low
26538,8-389019,low
26539,8-389500,high
26540,8-389501,high
26541,8-502503,low
26542,8-502513,high
26543,8-502517,medium
26544,8-502521,medium
26545,8-502525,medium
26546,8-503501,medium
26547,8-503503,low
26548,8-503505,high
26549,8-503511,high
26550,8-503512,high
26551,8-503514,high
26552,8-504502,high
26553,8-504503,medium
26554,8-504507,medium
26555,8-504517,medium
26556,8-504523,high
26557,8-505505,high
26558,8-505506,high
26559,8-507503,medium
26560,8-507522,high
26561,8-508504,low
26562,8-508509,high
26563,8-508528,medium
26564,8-508541,low
26565,8-508543,medium
26566,8-511505,low
26567,8-511510,medium
26568,8-511513,medium
26569,8-511522,high
26570,8-511523,high
26571,8-511526,low
26572,8-512522,medium
26573,8-512527,low
26574,8-513517,medium
26575,8-513592,medium
26576,8-513612,high
26577,8-514503,medium
26578,8-514507,high
26579,8-515510,low
26580,8-515524,medium
26581,8-516507,low
26582,8-516508,low
26583,8-516509,medium
26584,8-516514,medium
26585,8-516520,medium
26586,8-517503,high
26587,8-517511,high
26588,8-517537,medium
26589,8-517540,high
26590,8-517542,medium
26591,8-518513,high
26592,8-518514,low
26593,8-518524,low
26594,8-518527,low
26595,8-518537,low
26596,8-519514,high
26597,8-519518,low
26598,8-519525,medium
26599,8-520504,low
26600,8-520515,medium
26601,8-520517,high
26602,8-521512,low
26603,8-521520,low
26604,8-522514,high
26605,8-522521,low
26606,8-522536,low
26607,8-522542,high
26608,8-523514,low
26609,8-523531,low
26610,8-523542,low
26611,8-524504,high
26612,8-524507,high
26613,8-524511,low
26614,8-524514,low
26615,8-524523,low
26616,8-524530,high
26617,8-524549,high
26618,8-524552,high
26619,8-525501,medium
26620,8-525516,high
26621,8-526502,high
26622,8-526504,high
26623,8-526508,low
26624,8-526510,high
26625,8-527510,high
26626,8-527534,high
26627,8-528501,high
26628,8-528503,medium
26629,8-528504,low
26630,8-528538,high
26631,8-528541,high
26632,8-528552,low
26633,8-529503,medium
26634,8-529506,medium
26635,8-529512,medium
26636,8-529521,high
26637,8-529536,medium
26638,8-530511,low
26639,8-530523,medium
26640,8-530524,medium
26641,8-530525,medium
26642,8-530534,high
26643,8-530552,medium
26644,8-530557,low
26645,8-530560,high
26646,8-531504,medium
26647,8-531521,high
26648,8-531522,low
26649,8-531532,high
26650,8-531539,high
26651,8-531544,low
26652,8-531545,medium
26653,8-531547,low
26654,8-531549,high
26655,8-532509,low
26656,8-532514,high
26657,8-532517,high
26658,8-532522,low
26659,8-532528,low
26660,8-532531,high
26661,8-532548,medium
26662,8-532550,high
26663,8-532553,high
26664,8-532554,low
26665,8-532557,medium
26666,8-532558,medium
26667,8-532566,low
26668,8-532569,low
26669,8-532573,high
26670,8-532574,high
26671,8-532580,low
26672,8-532582,high
26673,8-532587,high
26674,8-532591,medium
26675,8-533503,high
26676,8-533510,low
26677,8-533512,low
26678,8-533528,high
26679,8-534503,low
26680,8-534505,medium
26681,8-534510,high
26682,8-535503,low
26683,8-535508,high
26684,8-535519,medium
26685,8-535532,low
26686,8-535538,medium
26687,8-536508,medium
26688,8-536528,high
26689,8-536530,low
26690,8-536533,low
26691,8-537501,medium
26692,8-537502,high
26693,8-537513,medium
26694,8-537518,high
26695,8-537536,low
26696,8-538523,medium
26697,8-538525,low
26698,8-538529,medium
26699,8-538530,high
26700,8-538536,high
26701,8-538539,medium
26702,8-539501,high
26703,8-539505,high
26704,8-539511,high
26705,8-539516,high
26706,8-539526,high
26707,8-539529,low
26708,8-540505,high
26709,8-540523,medium
26710,8-540542,high
26711,8-540544,high
26712,8-541510,low
26713,8-541515,low
26714,8-541522,low
26715,8-541525,low
26716,8-541531,low
26717,8-541539,medium
26718,8-542508,high
26719,8-542513,low
26720,8-542524,low
26721,8-542528,medium
26722,8-542530,low
26723,8-542544,medium
26724,8-543507,low
26725,8-543509,high
26726,8-543513,high
26727,8-543520,high
26728,8-543521,medium
26729,8-543525,high
26730,8-543534,high
26731,8-543536,high
26732,8-544505,high
26733,8-544526,low
26734,8-544527,medium
26735,8-544530,low
26736,8-544538,medium
26737,8-544548,medium
26738,8-544554,medium
26739,8-544559,medium
26740,8-545504,medium
26741,8-545511,high
26742,8-545522,medium
26743,8-545550,high
26744,8-545564,medium
26745,8-545567,medium
26746,8-545579,high
26747,8-545582,low
26748,8-546543,high
26749,8-546560,low
26750,8-546578,medium
26751,8-546600,medium
26752,8-546604,high
26753,8-546609,medium
26754,8-547505,medium
26755,8-547509,high
26756,8-547511,low
26757,8-547526,high
26758,8-547532,low
26759,8-547534,high
26760,8-547536,medium
26761,8-547538,high
26762,8-547547,medium
26763,8-547549,high
26764,8-547560,medium
26765,8-547562,high
26766,8-547568,medium
26767,8-547572,high
26768,8-547574,medium
26769,8-547576,high
26770,8-547587,low
26771,8-548509,low
26772,8-548513,medium
26773,8-548524,medium
26774,8-548539,medium
26775,8-548551,medium
26776,8-548568,high
26777,8-548574,low
26778,8-548579,medium
26779,8-548580,medium
26780,8-548581,medium
26781,8-548596,medium
26782,8-548603,high
26783,8-548610,high
26784,8-548616,high
26785,8-548625,medium
26786,8-548627,low
26787,8-548634,medium
26788,8-548635,low
26789,8-548651,low
26790,8-548652,medium
26791,8-548660,medium
26792,8-548667,medium
26793,8-549501,high
26794,8-549502,high
26795,8-550512,low
26796,8-550513,medium
26797,8-550514,high
26798,8-550532,medium
26799,8-551511,high
26800,8-551530,medium
26801,8-551535,high
26802,8-551539,medium
26803,8-551544,high
26804,8-552518,medium
26805,8-552523,low
26806,8-552539,high
26807,8-552540,low
26808,8-552546,high
26809,8-552552,high
26810,8-553509,high
26811,8-553522,high
26812,8-553523,high
26813,8-553534,low
26814,8-553535,high
26815,8-553543,medium
26816,8-553558,medium
26817,8-554501,high
26818,8-554525,low
26819,8-554542,high
26820,8-554548,medium
26821,8-554552,medium
26822,8-555531,high
26823,8-555535,medium
26824,8-555542,low
26825,8-555558,medium
26826,8-555561,high
26827,8-555563,high
26828,8-556526,medium
26829,8-556560,high
26830,8-556561,low
26831,8-557502,low
26832,8-557521,low
26833,8-557547,low
26834,8-557555,medium
26835,8-557590,low
26836,8-557597,medium
26837,8-557599,medium
26838,8-557601,high
26839,8-558502,high
26840,8-558506,high
26841,8-558511,low
26842,8-558521,medium
26843,8-558545,high
26844,8-558551,low
26845,8-558559,high
26846,8-558560,low
26847,8-558569,high
26848,8-558572,low
26849,8-558577,high
26850,8-558580,medium
26851,8-560502,low
26852,8-560505,low
26853,8-560506,low
26854,8-560507,high
26855,8-560512,low
26856,8-561507,low
26857,8-561521,medium
26858,8-562508,medium
26859,8-562509,high
26860,8-562521,high
26861,8-562523,low
26862,8-562531,low
26863,8-563512,low
26864,8-563520,high
26865,8-563524,high
26866,8-563530,high
26867,8-563539,high
26868,8-563541,low
26869,8-564506,medium
26870,8-564517,medium
26871,8-564518,medium
26872,8-564526,high
26873,8-565511,low
26874,8-565513,high
26875,8-565521,low
26876,8-565539,low
26877,8-565543,low
26878,8-566504,high
26879,8-566522,low
26880,8-566543,high
26881,8-566550,medium
26882,8-567506,medium
26883,8-567529,low
26884,8-567538,medium
26885,8-567546,low
26886,8-568504,medium
26887,8-568505,high
26888,8-568506,medium
26889,8-568525,medium
26890,8-568532,low
26891,8-568534,low
26892,8-569503,high
26893,8-569542,medium
26894,8-570507,low
26895,8-570527,high
26896,8-570540,high
26897,8-570555,high
26898,8-570556,medium
26899,8-570569,high
26900,8-571502,medium
26901,8-571528,low
26902,8-571533,low
26903,8-571544,high
26904,8-571548,medium
26905,8-571560,medium
26906,8-572545,medium
26907,8-573565,high
26908,8-573576,high
26909,8-573584,medium
26910,8-573643,low
26911,8-574515,medium
26912,8-574519,low
26913,8-574522,high
26914,8-574528,high
26915,8-574539,medium
26916,8-574540,medium
26917,8-574549,high
26918,8-574579,medium
26919,8-574586,low
26920,8-574588,medium
26921,8-574590,high
26922,8-574596,high
26923,8-575501,high
26924,8-575502,low
26925,8-575504,high
26926,8-575516,medium
26927,8-575522,low
26928,8-575528,low
26929,8-575531,low
26930,8-575546,medium
26931,8-575565,high
26932,8-575594,high
26933,8-576504,high
26934,8-576508,high
26935,8-576519,low
26936,8-576524,high
26937,8-576532,medium
26938,8-576533,high
26939,8-576538,high
26940,8-576554,low
26941,8-576555,low
26942,8-576560,high
26943,8-576562,high
26944,8-576569,high
26945,8-577525,low
26946,8-577529,low
26947,8-577552,medium
26948,8-577581,medium
26949,8-577597,high
26950,8-577604,high
26951,8-577610,low
26952,8-577612,high
26953,8-577615,medium
26954,8-577617,low
26955,8-577618,high
26956,8-578512,low
26957,8-578548,medium
26958,8-578558,high
26959,8-579523,medium
26960,8-580504,high
26961,8-580513,medium
26962,8-580516,high
26963,8-580523,medium
26964,8-580527,low
26965,8-581512,medium
26966,8-581518,high
26967,8-581526,low
26968,8-581527,high
26969,8-581528,medium
26970,8-581544,high
26971,8-582521,medium
26972,8-582529,low
26973,8-582530,high
26974,8-582537,high
26975,8-583527,high
26976,8-583528,medium
26977,8-583531,high
26978,8-583537,medium
26979,8-583538,high
26980,8-583539,low
26981,8-584521,high
26982,8-584537,high
26983,8-584542,medium
26984,8-584547,high
26985,8-584548,high
26986,8-584550,high
26987,8-585501,high
26988,8-585504,medium
26989,8-585512,low
26990,8-585535,low
26991,8-585545,high
26992,8-585549,medium
26993,8-586505,medium
26994,8-586506,high
26995,8-586511,high
26996,8-586521,high
26997,8-586534,high
26998,8-586537,low
26999,8-586539,low
27000,8-586546,medium
27001,8-587502,medium
27002,8-587507,medium
27003,8-587508,high
27004,8-587511,medium
27005,8-587515,medium
27006,8-587524,medium
27007,8-587532,high
27008,8-587550,high
27009,8-587553,high
27010,8-587560,high
27011,8-588512,high
27012,8-588514,high
27013,8-588525,low
27014,8-588527,high
27015,8-588542,low
27016,8-588554,high
27017,8-588560,medium
27018,8-588565,medium
27019,8-588572,medium
27020,8-589513,medium
27021,8-589514,high
27022,8-589537,high
27023,8-589541,high
27024,8-589545,high
27025,8-589554,high
27026,8-589555,high
27027,8-589556,medium
27028,8-589562,high
27029,8-589571,medium
27030,8-589583,medium
27031,8-589585,high
27032,8-590514,high
27033,8-590527,high
27034,8-590537,high
27035,8-590539,high
27036,8-590549,high
27037,8-590551,high
27038,8-590580,high
27039,8-590584,high
27040,8-590620,high
27041,8-590621,medium
27042,8-590623,medium
27043,8-590624,medium
27044,8-590626,high
27045,8-590634,high
27046,8-590648,medium
27047,8-590651,medium
27048,8-590653,high
27049,8-590660,high
27050,8-590665,high
27051,8-591502,low
27052,8-591511,low
27053,8-591514,low
27054,8-592503,low
27055,8-592505,low
27056,8-593502,high
27057,8-593506,medium
27058,8-595506,low
27059,8-595508,medium
27060,8-596502,low
27061,8-596507,low
27062,8-597505,high
27063,8-597520,low
27064,8-597524,high
27065,8-598505,medium
27066,8-598508,low
27067,8-598518,low
27068,8-599502,medium
27069,8-599519,medium
27070,8-599522,medium
27071,8-599527,low
27072,8-600507,low
27073,8-600526,low
27074,8-600528,low
27075,8-601522,low
27076,8-601523,high
27077,8-601536,medium
27078,8-601539,low
27079,8-602514,high
27080,8-602534,medium
27081,8-603508,low
27082,8-603527,low
27083,8-603528,high
27084,8-603530,high
27085,8-603538,low
27086,8-604518,low
27087,8-604520,high
27088,8-604522,medium
27089,8-604529,medium
27090,8-604539,medium
27091,8-605505,medium
27092,8-605506,medium
27093,8-605512,low
27094,8-605513,low
27095,8-605514,low
27096,8-606505,medium
27097,8-606510,high
27098,8-606521,medium
27099,8-606523,high
27100,8-606525,medium
27101,8-606526,high
27102,8-607504,high
27103,8-607514,high
27104,8-607530,low
27105,8-607537,medium
27106,8-607539,medium
27107,8-607543,low
27108,8-608529,low
27109,8-608542,low
27110,8-608553,low
27111,8-609506,low
27112,8-609513,low
27113,8-609516,high
27114,8-609524,medium
27115,8-609537,medium
27116,8-609540,medium
27117,8-609541,low
27118,8-610501,low
27119,8-610526,medium
27120,8-610599,low
27121,8-610600,low
27122,8-610606,medium
27123,8-611503,low
27124,8-611509,medium
27125,8-611537,high
27126,8-611542,low
27127,8-612502,high
27128,8-612517,medium
27129,8-612521,medium
27130,8-612530,low
27131,8-612531,low
27132,8-612538,low
27133,8-613505,medium
27134,8-613513,low
27135,8-613516,high
27136,8-613531,high
27137,8-613538,high
27138,8-613553,high
27139,8-613554,high
27140,8-614510,low
27141,8-614532,low
27142,8-614533,low
27143,8-614540,low
27144,8-614541,medium
27145,8-614548,low
27146,8-615504,high
27147,8-615511,low
27148,8-615512,low
27149,8-615522,medium
27150,8-615538,medium
27151,8-615539,medium
27152,8-615544,low
27153,8-615554,low
27154,8-616504,low
27155,8-616505,high
27156,8-616508,medium
27157,8-616517,high
27158,8-616525,high
27159,8-616550,high
27160,8-616555,medium
27161,8-616557,low
27162,8-617515,medium
27163,8-617519,low
27164,8-617531,medium
27165,8-617541,high
27166,8-618504,high
27167,8-618505,medium
27168,8-618509,medium
27169,8-618516,high
27170,8-618536,high
27171,8-618537,low
27172,8-618548,medium
27173,8-618560,high
27174,8-618563,high
27175,8-619505,high
27176,8-619521,medium
27177,8-619522,high
27178,8-619524,high
27179,8-619532,low
27180,8-619554,medium
27181,8-620514,low
27182,8-620517,low
27183,8-620527,low
27184,8-620542,medium
27185,8-620560,low
27186,8-621507,high
27187,8-621523,medium
27188,8-621526,low
27189,8-621536,high
27190,8-622504,low
27191,8-622514,high
27192,8-622526,medium
27193,8-622527,low
27194,8-622560,high
27195,8-622562,low
27196,8-623511,low
27197,8-623519,medium
27198,8-623524,low
27199,8-623535,low
27200,8-623536,high
27201,8-623539,low
27202,8-623557,low
27203,8-624504,high
27204,8-624513,high
27205,8-624514,low
27206,8-624517,high
27207,8-624523,high
27208,8-624540,high
27209,8-624553,low
27210,8-624558,high
27211,8-625501,low
27212,8-625506,low
27213,8-625512,medium
27214,8-625514,medium
27215,8-625519,high
27216,8-625532,high
27217,8-625533,high
27218,8-625536,medium
27219,8-626502,medium
27220,8-626503,low
27221,8-626528,medium
27222,8-626553,low
27223,8-626561,low
27224,8-626563,high
27225,8-626564,low
