,hh_key,hhincome_eq_percapita
16048,2-103017,low
16049,2-103020,medium
16050,2-103024,medium
16051,2-104001,medium
16052,2-104005,medium
16053,2-104039,medium
16054,2-107002,low
16055,2-107009,low
16056,2-107010,low
16057,2-107015,medium
16058,2-107017,high
16059,2-107018,medium
16060,2-107026,high
16061,2-108037,low
16062,2-108042,low
16063,2-108044,low
16064,2-108060,low
16065,2-109017,low
16066,2-109026,low
16067,2-109031,low
16068,2-109032,medium
16069,2-109038,low
16070,2-109049,low
16071,2-109073,low
16072,2-109082,low
16073,2-109084,low
16074,2-109089,low
16075,2-109093,low
16076,2-110005,low
16077,2-110007,low
16078,2-110049,high
16079,2-111010,high
16080,2-111024,medium
16081,2-111036,medium
16082,2-111052,medium
16083,2-111055,high
16084,2-111064,low
16085,2-111077,high
16086,2-111091,medium
16087,2-114003,medium
16088,2-114008,medium
16089,2-115004,high
16090,2-115005,high
16091,2-115026,medium
16092,2-115038,medium
16093,2-116041,low
16094,2-116042,high
16095,2-116046,low
16096,2-116049,low
16097,2-116055,medium
16098,2-116068,high
16099,2-116072,low
16100,2-117008,medium
16101,2-117032,high
16102,2-117034,low
16103,2-117048,medium
16104,2-119001,medium
16105,2-119012,low
16106,2-119030,low
16107,2-119036,medium
16108,2-119040,medium
16109,2-119043,medium
16110,2-120013,low
16111,2-120014,medium
16112,2-120023,medium
16113,2-120045,low
16114,2-121001,low
16115,2-121004,low
16116,2-121012,low
16117,2-121044,low
16118,2-122030,low
16119,2-122033,low
16120,2-122042,low
16121,2-123002,low
16122,2-123004,low
16123,2-124003,low
16124,2-124012,low
16125,2-125010,low
16126,2-125012,low
16127,2-125014,medium
16128,2-125033,low
16129,2-126001,low
16130,2-126011,medium
16131,2-126012,high
16132,2-126027,medium
16133,2-126042,medium
16134,2-128007,medium
16135,2-128009,medium
16136,2-128030,low
16137,2-128035,low
16138,2-129001,high
16139,2-129009,low
16140,2-129010,low
16141,2-129029,low
16142,2-129034,low
16143,2-129040,low
16144,2-129046,medium
16145,2-129061,high
16146,2-130002,high
16147,2-130005,low
16148,2-130006,low
16149,2-130015,low
16150,2-130022,low
16151,2-130032,medium
16152,2-130060,medium
16153,2-130072,low
16154,2-13044,low
16155,2-131004,low
16156,2-131005,medium
16157,2-131011,low
16158,2-131023,high
16159,2-132006,medium
16160,2-132008,medium
16161,2-132014,medium
16162,2-132015,high
16163,2-132023,medium
16164,2-132024,low
16165,2-133036,low
16166,2-133048,low
16167,2-134002,high
16168,2-134007,low
16169,2-134010,low
16170,2-134013,high
16171,2-134032,medium
16172,2-134042,medium
16173,2-134063,low
16174,2-135040,low
16175,2-135060,low
16176,2-136031,medium
16177,2-136033,medium
16178,2-136059,low
16179,2-136066,low
16180,2-136071,medium
16181,2-136079,low
16182,2-136093,medium
16183,2-136100,low
16184,2-136101,low
16185,2-138029,medium
16186,2-138051,medium
16187,2-138058,medium
16188,2-139015,low
16189,2-139016,low
16190,2-139022,low
16191,2-139027,low
16192,2-140004,low
16193,2-140005,high
16194,2-140017,medium
16195,2-140028,low
16196,2-14003,low
16197,2-140031,low
16198,2-140039,low
16199,2-140049,low
16200,2-140053,medium
16201,2-14018,high
16202,2-14033,low
16203,2-14062,low
16204,2-14071,low
16205,2-141001,low
16206,2-141004,medium
16207,2-141016,low
16208,2-141021,medium
16209,2-141026,medium
16210,2-141029,low
16211,2-142014,medium
16212,2-142020,high
16213,2-142031,medium
16214,2-142041,high
16215,2-142046,medium
16216,2-142049,medium
16217,2-143001,low
16218,2-143009,low
16219,2-143015,medium
16220,2-144009,low
16221,2-144010,medium
16222,2-144016,low
16223,2-144017,high
16224,2-144031,high
16225,2-144033,high
16226,2-144038,high
16227,2-145001,low
16228,2-145018,low
16229,2-145023,low
16230,2-145039,medium
16231,2-145043,low
16232,2-145048,low
16233,2-146006,low
16234,2-146026,low
16235,2-146032,high
16236,2-146051,low
16237,2-146056,medium
16238,2-146084,low
16239,2-147006,low
16240,2-147018,high
16241,2-147022,medium
16242,2-147026,medium
16243,2-147032,medium
16244,2-147034,medium
16245,2-147044,low
16246,2-148006,medium
16247,2-148010,high
16248,2-148011,medium
16249,2-148018,high
16250,2-148027,medium
16251,2-149001,low
16252,2-150016,high
16253,2-150018,medium
16254,2-152006,low
16255,2-152008,medium
16256,2-152011,low
16257,2-152012,low
16258,2-152013,medium
16259,2-153006,low
16260,2-154003,high
16261,2-154006,high
16262,2-154011,medium
16263,2-155004,medium
16264,2-155005,medium
16265,2-156007,low
16266,2-156018,medium
16267,2-156032,high
16268,2-156034,medium
16269,2-157002,low
16270,2-157005,medium
16271,2-157009,low
16272,2-157041,low
16273,2-158008,medium
16274,2-158020,low
16275,2-158024,low
16276,2-159005,high
16277,2-159010,low
16278,2-159017,medium
16279,2-159034,medium
16280,2-159035,medium
16281,2-159044,low
16282,2-159047,medium
16283,2-159056,medium
16284,2-159075,medium
16285,2-160015,low
16286,2-16003,low
16287,2-160036,low
16288,2-16017,low
16289,2-16019,low
16290,2-161015,high
16291,2-161016,low
16292,2-161022,low
16293,2-161027,low
16294,2-161047,low
16295,2-161048,medium
16296,2-162004,medium
16297,2-162006,medium
16298,2-162007,low
16299,2-162035,medium
16300,2-163002,high
16301,2-163008,low
16302,2-163010,high
16303,2-163016,high
16304,2-163018,low
16305,2-163022,medium
16306,2-163023,medium
16307,2-164001,low
16308,2-164004,low
16309,2-164007,low
16310,2-164008,low
16311,2-165009,medium
16312,2-165014,low
16313,2-165019,medium
16314,2-165021,medium
16315,2-165022,low
16316,2-165055,medium
16317,2-166004,medium
16318,2-166019,medium
16319,2-166027,low
16320,2-166062,low
16321,2-166067,medium
16322,2-166075,medium
16323,2-166082,low
16324,2-167001,low
16325,2-167014,medium
16326,2-167047,medium
16327,2-167057,medium
16328,2-167065,low
16329,2-167083,low
16330,2-167089,low
16331,2-167202,low
16332,2-170016,medium
16333,2-170031,low
16334,2-170035,medium
16335,2-170038,low
16336,2-170043,low
16337,2-170044,medium
16338,2-17032,medium
16339,2-17038,low
16340,2-17072,high
16341,2-17087,low
16342,2-171027,low
16343,2-171031,medium
16344,2-171043,low
16345,2-17105,low
16346,2-172035,low
16347,2-172048,low
16348,2-172050,medium
16349,2-172060,low
16350,2-173011,low
16351,2-173013,low
16352,2-173023,low
16353,2-173024,low
16354,2-173031,low
16355,2-174005,medium
16356,2-174009,low
16357,2-174046,medium
16358,2-174049,medium
16359,2-174067,low
16360,2-174074,medium
16361,2-174076,low
16362,2-174083,low
16363,2-174093,low
16364,2-174105,medium
16365,2-175007,medium
16366,2-175022,medium
16367,2-175049,low
16368,2-176007,low
16369,2-176008,medium
16370,2-176017,low
16371,2-176025,low
16372,2-176026,low
16373,2-176029,high
16374,2-176039,high
16375,2-176052,low
16376,2-177016,high
16377,2-177032,high
16378,2-177044,high
16379,2-177060,medium
16380,2-177064,medium
16381,2-178001,low
16382,2-178016,high
16383,2-178018,low
16384,2-178027,low
16385,2-178030,high
16386,2-178031,medium
16387,2-178032,medium
16388,2-179007,low
16389,2-179033,high
16390,2-179035,low
16391,2-179048,medium
16392,2-179053,medium
16393,2-179056,medium
16394,2-179058,medium
16395,2-180009,low
16396,2-180018,low
16397,2-180023,low
16398,2-180026,high
16399,2-180037,high
16400,2-180043,low
16401,2-18007,high
16402,2-18041,low
16403,2-182001,low
16404,2-182003,high
16405,2-182007,medium
16406,2-182008,medium
16407,2-182022,medium
16408,2-183012,low
16409,2-183018,medium
16410,2-183022,medium
16411,2-183027,high
16412,2-183035,low
16413,2-183038,medium
16414,2-183045,low
16415,2-183048,low
16416,2-183055,medium
16417,2-183059,medium
16418,2-183065,medium
16419,2-184007,low
16420,2-184033,low
16421,2-184036,low
16422,2-184046,medium
16423,2-184067,medium
16424,2-184071,high
16425,2-184082,low
16426,2-184098,medium
16427,2-184099,low
16428,2-184102,high
16429,2-184111,high
16430,2-184114,high
16431,2-185003,medium
16432,2-185017,high
16433,2-185024,medium
16434,2-185027,low
16435,2-185042,low
16436,2-185049,low
16437,2-185063,low
16438,2-185078,medium
16439,2-185080,low
16440,2-185081,medium
16441,2-185093,medium
16442,2-185106,low
16443,2-185108,low
16444,2-185116,low
16445,2-186002,medium
16446,2-186004,low
16447,2-186012,low
16448,2-186020,high
16449,2-186036,low
16450,2-186039,high
16451,2-186073,medium
16452,2-186076,medium
16453,2-186087,medium
16454,2-186089,high
16455,2-186144,medium
16456,2-186146,low
16457,2-186147,high
16458,2-186162,medium
16459,2-186165,high
16460,2-186175,medium
16461,2-186182,low
16462,2-188005,medium
16463,2-188019,high
16464,2-188021,medium
16465,2-188025,high
16466,2-189002,medium
16467,2-189016,high
16468,2-189018,low
16469,2-189038,high
16470,2-190003,high
16471,2-190004,low
16472,2-190014,high
16473,2-190021,low
16474,2-19032,medium
16475,2-19044,low
16476,2-19051,low
16477,2-191006,low
16478,2-191007,high
16479,2-191011,low
16480,2-193010,medium
16481,2-193019,low
16482,2-193024,low
16483,2-193029,medium
16484,2-193033,low
16485,2-193035,medium
16486,2-194015,medium
16487,2-194017,medium
16488,2-194025,high
16489,2-194027,high
16490,2-194039,high
16491,2-194060,high
16492,2-194070,high
16493,2-194087,medium
16494,2-194095,high
16495,2-194098,medium
16496,2-195001,low
16497,2-195007,low
16498,2-195014,low
16499,2-195028,medium
16500,2-195029,low
16501,2-195052,high
16502,2-195057,low
16503,2-196016,low
16504,2-196017,low
16505,2-196018,low
16506,2-196027,high
16507,2-196037,medium
16508,2-196044,high
16509,2-196046,medium
16510,2-196051,high
16511,2-196052,low
16512,2-196082,low
16513,2-197017,high
16514,2-197029,high
16515,2-197033,high
16516,2-197034,high
16517,2-197069,high
16518,2-197080,high
16519,2-197081,high
16520,2-197088,medium
16521,2-197090,medium
16522,2-197106,high
16523,2-197107,high
16524,2-198010,high
16525,2-198024,low
16526,2-198036,medium
16527,2-199004,high
16528,2-199012,high
16529,2-199016,low
16530,2-199028,medium
16531,2-200012,high
16532,2-200029,low
16533,2-200037,low
16534,2-20005,low
16535,2-20014,high
16536,2-2004,medium
16537,2-2009,medium
16538,2-201032,high
16539,2-201036,low
16540,2-201066,low
16541,2-201087,medium
16542,2-201090,low
16543,2-201098,low
16544,2-2014,low
16545,2-2015,high
16546,2-2018,low
16547,2-202005,high
16548,2-202009,medium
16549,2-202016,high
16550,2-202030,medium
16551,2-202124,medium
16552,2-202128,low
16553,2-202149,low
16554,2-2029,high
16555,2-203003,medium
16556,2-203004,high
16557,2-203006,low
16558,2-203008,low
16559,2-203011,medium
16560,2-203017,medium
16561,2-2036,low
16562,2-204018,high
16563,2-204025,medium
16564,2-204031,medium
16565,2-204034,low
16566,2-205002,high
16567,2-205019,medium
16568,2-205038,high
16569,2-205041,low
16570,2-205042,low
16571,2-205046,low
16572,2-206002,medium
16573,2-206011,medium
16574,2-206014,low
16575,2-206015,high
16576,2-207027,high
16577,2-207037,low
16578,2-207046,high
16579,2-208006,medium
16580,2-208026,low
16581,2-208051,medium
16582,2-208055,medium
16583,2-209002,low
16584,2-209010,medium
16585,2-209025,high
16586,2-209041,low
16587,2-209042,low
16588,2-209045,medium
16589,2-209058,medium
16590,2-209062,low
16591,2-210024,medium
16592,2-210026,high
16593,2-210033,low
16594,2-21025,medium
16595,2-21043,low
16596,2-21044,low
16597,2-21064,high
16598,2-211051,high
16599,2-211057,low
16600,2-211069,high
16601,2-211074,low
16602,2-211079,low
16603,2-211099,medium
16604,2-211119,low
16605,2-211123,low
16606,2-211129,low
16607,2-211142,high
16608,2-211158,high
16609,2-211163,low
16610,2-213004,low
16611,2-213025,low
16612,2-213043,low
16613,2-213053,low
16614,2-213057,medium
16615,2-213059,medium
16616,2-213065,high
16617,2-214006,high
16618,2-214015,low
16619,2-214019,medium
16620,2-214034,low
16621,2-214060,low
16622,2-214063,high
16623,2-215001,low
16624,2-215010,low
16625,2-215022,high
16626,2-215027,high
16627,2-215043,low
16628,2-215047,medium
16629,2-215052,low
16630,2-216033,medium
16631,2-216047,medium
16632,2-216049,low
16633,2-216050,low
16634,2-216059,low
16635,2-216063,low
16636,2-216065,high
16637,2-217006,low
16638,2-217023,high
16639,2-217032,low
16640,2-217037,low
16641,2-217040,high
16642,2-217046,medium
16643,2-217047,low
16644,2-218003,low
16645,2-218010,low
16646,2-218014,high
16647,2-218015,medium
16648,2-218018,medium
16649,2-218023,medium
16650,2-218030,medium
16651,2-220003,high
16652,2-220010,medium
16653,2-220028,low
16654,2-220039,medium
16655,2-220047,low
16656,2-220049,high
16657,2-22024,low
16658,2-22029,medium
16659,2-222003,high
16660,2-222010,low
16661,2-222037,medium
16662,2-222041,low
16663,2-222042,medium
16664,2-223006,medium
16665,2-223007,medium
16666,2-223008,low
16667,2-223021,medium
16668,2-223026,low
16669,2-223028,low
16670,2-224006,low
16671,2-224023,low
16672,2-224028,low
16673,2-225003,low
16674,2-225012,low
16675,2-225015,high
16676,2-225017,high
16677,2-225023,low
16678,2-225033,low
16679,2-226014,low
16680,2-226031,low
16681,2-226047,medium
16682,2-227003,low
16683,2-227036,low
16684,2-227050,low
16685,2-227056,low
16686,2-227061,low
16687,2-227076,medium
16688,2-228009,high
16689,2-228017,medium
16690,2-228018,low
16691,2-228020,low
16692,2-228026,medium
16693,2-228032,low
16694,2-229002,low
16695,2-229007,low
16696,2-229024,low
16697,2-229037,low
16698,2-229044,medium
16699,2-230023,medium
16700,2-230029,medium
16701,2-230032,medium
16702,2-230034,medium
16703,2-230043,high
16704,2-230044,medium
16705,2-230049,low
16706,2-230067,high
16707,2-230068,low
16708,2-23012,high
16709,2-23018,low
16710,2-23026,high
16711,2-231002,medium
16712,2-231003,low
16713,2-231007,low
16714,2-231016,high
16715,2-232005,medium
16716,2-232007,low
16717,2-232015,low
16718,2-232016,low
16719,2-233026,medium
16720,2-233040,high
16721,2-233068,medium
16722,2-233069,medium
16723,2-233072,high
16724,2-233074,medium
16725,2-233082,low
16726,2-233086,low
16727,2-233089,high
16728,2-234010,high
16729,2-234016,high
16730,2-234017,low
16731,2-234020,low
16732,2-234029,medium
16733,2-234044,low
16734,2-234068,low
16735,2-235012,low
16736,2-235031,low
16737,2-235032,medium
16738,2-235038,low
16739,2-235041,low
16740,2-235051,low
16741,2-235058,high
16742,2-235060,low
16743,2-235092,low
16744,2-235103,medium
16745,2-235105,medium
16746,2-236022,high
16747,2-236028,high
16748,2-236029,low
16749,2-236039,low
16750,2-236049,low
16751,2-236056,low
16752,2-236074,low
16753,2-236079,low
16754,2-237016,medium
16755,2-237017,high
16756,2-237020,low
16757,2-237027,low
16758,2-237049,low
16759,2-237050,low
16760,2-237084,low
16761,2-237092,low
16762,2-237097,low
16763,2-237102,low
16764,2-237130,low
16765,2-237132,high
16766,2-237144,low
16767,2-237151,medium
16768,2-237153,high
16769,2-237156,low
16770,2-237163,low
16771,2-237168,low
16772,2-237170,medium
16773,2-238011,low
16774,2-238020,low
16775,2-238043,medium
16776,2-238045,high
16777,2-239013,medium
16778,2-239022,medium
16779,2-239026,high
16780,2-239027,high
16781,2-239031,high
16782,2-239035,high
16783,2-24001,low
16784,2-24008,medium
16785,2-241007,medium
16786,2-241015,medium
16787,2-241027,high
16788,2-241031,low
16789,2-241044,low
16790,2-242004,medium
16791,2-242005,low
16792,2-242009,low
16793,2-242013,medium
16794,2-242038,medium
16795,2-242059,low
16796,2-242073,low
16797,2-242079,medium
16798,2-242082,medium
16799,2-242092,low
16800,2-243006,medium
16801,2-243023,high
16802,2-243027,medium
16803,2-243038,high
16804,2-243069,medium
16805,2-243082,low
16806,2-243084,medium
16807,2-243088,medium
16808,2-244032,medium
16809,2-244037,low
16810,2-244041,low
16811,2-244042,low
16812,2-244055,low
16813,2-245008,low
16814,2-245028,medium
16815,2-245046,medium
16816,2-245050,low
16817,2-247004,medium
16818,2-247020,low
16819,2-247023,low
16820,2-247035,medium
16821,2-247051,medium
16822,2-247065,low
16823,2-247091,low
16824,2-247103,medium
16825,2-247112,medium
16826,2-247125,medium
16827,2-248019,high
16828,2-248025,medium
16829,2-248033,medium
16830,2-248037,low
16831,2-248047,low
16832,2-249012,low
16833,2-249019,medium
16834,2-250001,medium
16835,2-250015,low
16836,2-250020,low
16837,2-250028,low
16838,2-250030,low
16839,2-250033,low
16840,2-250034,low
16841,2-250038,low
16842,2-250042,low
16843,2-250054,medium
16844,2-25009,medium
16845,2-25036,medium
16846,2-251012,low
16847,2-251018,low
16848,2-251028,low
16849,2-251030,low
16850,2-251035,low
16851,2-251040,low
16852,2-251043,low
16853,2-251048,low
16854,2-252001,low
16855,2-252014,medium
16856,2-252025,medium
16857,2-252038,high
16858,2-252046,medium
16859,2-252047,low
16860,2-252051,low
16861,2-252068,high
16862,2-253018,medium
16863,2-253022,low
16864,2-253032,high
16865,2-253034,high
16866,2-253046,high
16867,2-253068,low
16868,2-254004,medium
16869,2-254020,medium
16870,2-254022,high
16871,2-254039,medium
16872,2-254047,medium
16873,2-255002,low
16874,2-255007,medium
16875,2-255010,medium
16876,2-255028,high
16877,2-255032,low
16878,2-256004,low
16879,2-256017,medium
16880,2-256037,high
16881,2-256051,medium
16882,2-256059,high
16883,2-256082,low
16884,2-257003,high
16885,2-257004,medium
16886,2-257030,medium
16887,2-257043,low
16888,2-257049,high
16889,2-258001,low
16890,2-258020,low
16891,2-259026,low
16892,2-259043,low
16893,2-259062,low
16894,2-259067,low
16895,2-259084,low
16896,2-259093,medium
16897,2-26011,low
16898,2-26029,high
16899,2-26034,low
16900,2-261034,medium
16901,2-262008,high
16902,2-262016,medium
16903,2-262023,low
16904,2-262028,medium
16905,2-262030,high
16906,2-262040,medium
16907,2-262048,low
16908,2-262055,low
16909,2-262065,low
16910,2-262071,medium
16911,2-262079,medium
16912,2-263002,medium
16913,2-263006,low
16914,2-263014,low
16915,2-263019,low
16916,2-263024,low
16917,2-264030,low
16918,2-264065,low
16919,2-264074,high
16920,2-265010,low
16921,2-266018,medium
16922,2-266023,low
16923,2-266040,high
16924,2-266047,medium
16925,2-266053,low
16926,2-266056,low
16927,2-266061,medium
16928,2-266071,medium
16929,2-266084,high
16930,2-267009,medium
16931,2-267010,high
16932,2-267012,low
16933,2-267016,medium
16934,2-267030,medium
16935,2-267038,low
16936,2-267044,high
16937,2-268013,low
16938,2-268017,low
16939,2-268031,medium
16940,2-269009,medium
16941,2-269017,high
16942,2-269019,low
16943,2-269024,medium
16944,2-269027,medium
16945,2-270003,high
16946,2-270011,low
16947,2-270020,medium
16948,2-270025,high
16949,2-270026,medium
16950,2-27015,low
16951,2-27053,medium
16952,2-27056,low
16953,2-27066,medium
16954,2-271001,medium
16955,2-271002,medium
16956,2-271022,low
16957,2-271023,low
16958,2-272016,medium
16959,2-272017,low
16960,2-272019,high
16961,2-272020,low
16962,2-272022,medium
16963,2-272023,low
16964,2-272027,medium
16965,2-272028,low
16966,2-272040,medium
16967,2-272061,low
16968,2-272082,low
16969,2-272092,medium
16970,2-272103,low
16971,2-274008,high
16972,2-274019,medium
16973,2-274043,medium
16974,2-275016,high
16975,2-275020,low
16976,2-275023,low
16977,2-275031,medium
16978,2-276001,low
16979,2-276008,medium
16980,2-276016,low
16981,2-276019,low
16982,2-276020,low
16983,2-276021,low
16984,2-277013,medium
16985,2-277015,medium
16986,2-277017,low
16987,2-277023,medium
16988,2-277041,medium
16989,2-278002,medium
16990,2-278003,low
16991,2-278014,high
16992,2-278022,low
16993,2-278049,low
16994,2-279007,medium
16995,2-279035,medium
16996,2-280003,low
16997,2-280017,medium
16998,2-28003,low
16999,2-280037,medium
17000,2-280038,medium
17001,2-280048,low
17002,2-280051,high
17003,2-280075,medium
17004,2-280076,high
17005,2-280085,medium
17006,2-280113,low
17007,2-28067,medium
17008,2-28068,medium
17009,2-28075,medium
17010,2-28078,medium
17011,2-281040,low
17012,2-281081,medium
17013,2-281082,low
17014,2-281094,low
17015,2-281122,medium
17016,2-281123,high
17017,2-281144,medium
17018,2-281180,low
17019,2-281182,medium
17020,2-282007,high
17021,2-282013,low
17022,2-282022,high
17023,2-283004,low
17024,2-283017,low
17025,2-284001,low
17026,2-284006,low
17027,2-284009,low
17028,2-284015,low
17029,2-284016,low
17030,2-285002,medium
17031,2-285008,low
17032,2-285009,low
17033,2-285010,high
17034,2-286010,low
17035,2-286030,medium
17036,2-287006,low
17037,2-287008,medium
17038,2-287023,medium
17039,2-288003,low
17040,2-288005,medium
17041,2-288007,low
17042,2-288010,low
17043,2-288012,high
17044,2-288014,medium
17045,2-290008,low
17046,2-290022,medium
17047,2-290037,medium
17048,2-29055,low
17049,2-291002,low
17050,2-291016,medium
17051,2-291018,high
17052,2-291021,high
17053,2-291022,medium
17054,2-291034,high
17055,2-291050,high
17056,2-292027,medium
17057,2-292029,high
17058,2-292036,low
17059,2-292046,medium
17060,2-292048,low
17061,2-293015,medium
17062,2-293020,medium
17063,2-293023,medium
17064,2-294002,medium
17065,2-294006,low
17066,2-294010,low
17067,2-294017,medium
17068,2-294059,low
17069,2-295004,medium
17070,2-295005,low
17071,2-295013,medium
17072,2-295016,low
17073,2-295021,high
17074,2-296002,low
17075,2-296005,high
17076,2-296012,medium
17077,2-296019,low
17078,2-296028,medium
17079,2-298008,high
17080,2-298009,low
17081,2-298012,low
17082,2-298013,low
17083,2-298023,low
17084,2-298028,medium
17085,2-299001,medium
17086,2-299004,low
17087,2-299007,low
17088,2-299008,medium
17089,2-299011,low
17090,2-300019,low
17091,2-30003,high
17092,2-30004,low
17093,2-30027,low
17094,2-30033,high
17095,2-30039,low
17096,2-301001,high
17097,2-301003,low
17098,2-301013,medium
17099,2-301015,medium
17100,2-302002,low
17101,2-302018,medium
17102,2-302025,medium
17103,2-302029,high
17104,2-302039,low
17105,2-302041,low
17106,2-302043,low
17107,2-3046,medium
17108,2-3047,low
17109,2-31009,medium
17110,2-31017,high
17111,2-31019,medium
17112,2-33010,medium
17113,2-33019,high
17114,2-33028,high
17115,2-33056,high
17116,2-34023,low
17117,2-34031,low
17118,2-34039,low
17119,2-34048,medium
17120,2-34072,high
17121,2-36011,low
17122,2-36025,high
17123,2-36076,medium
17124,2-36086,medium
17125,2-37047,medium
17126,2-37053,high
17127,2-37067,high
17128,2-37072,high
17129,2-38022,medium
17130,2-38031,high
17131,2-38033,high
17132,2-38039,high
17133,2-38052,high
17134,2-40038,high
17135,2-4063,low
17136,2-42014,medium
17137,2-42018,high
17138,2-43009,low
17139,2-43017,medium
17140,2-43028,low
17141,2-43034,medium
17142,2-43046,low
17143,2-43080,low
17144,2-43084,low
17145,2-43102,medium
17146,2-43103,medium
17147,2-43104,low
17148,2-43129,high
17149,2-43141,medium
17150,2-43148,high
17151,2-44002,medium
17152,2-44011,high
17153,2-44019,low
17154,2-44044,low
17155,2-45028,low
17156,2-47007,low
17157,2-47016,low
17158,2-47025,low
17159,2-48005,low
17160,2-48010,low
17161,2-48012,medium
17162,2-48028,medium
17163,2-48036,low
17164,2-50042,low
17165,2-50090,low
17166,2-50091,low
17167,2-5092,low
17168,2-51006,medium
17169,2-51015,medium
17170,2-51026,low
17171,2-51034,medium
17172,2-51046,low
17173,2-51049,low
17174,2-51055,low
17175,2-51069,low
17176,2-51073,low
17177,2-51074,medium
17178,2-51079,medium
17179,2-52020,medium
17180,2-54007,low
17181,2-54012,high
17182,2-54024,medium
17183,2-54025,low
17184,2-54032,medium
17185,2-56002,high
17186,2-56003,high
17187,2-56012,low
17188,2-56024,medium
17189,2-56025,medium
17190,2-56035,medium
17191,2-56046,medium
17192,2-56067,medium
17193,2-57052,low
17194,2-58003,medium
17195,2-58021,high
17196,2-58031,low
17197,2-58053,high
17198,2-60018,low
17199,2-60051,low
17200,2-6094,high
17201,2-6096,high
17202,2-6100,medium
17203,2-61013,medium
17204,2-61021,medium
17205,2-61034,low
17206,2-61037,medium
17207,2-6114,medium
17208,2-63025,low
17209,2-63031,medium
17210,2-63034,medium
17211,2-63091,low
17212,2-64005,medium
17213,2-64028,medium
17214,2-64031,medium
17215,2-64055,low
17216,2-64073,medium
17217,2-65004,high
17218,2-65051,low
17219,2-66002,low
17220,2-66006,low
17221,2-66028,medium
17222,2-66043,high
17223,2-66074,medium
17224,2-66076,low
17225,2-66077,low
17226,2-66085,low
17227,2-66098,high
17228,2-67019,medium
17229,2-67026,medium
17230,2-67038,low
17231,2-67061,medium
17232,2-68002,low
17233,2-68035,high
17234,2-68036,low
17235,2-68062,medium
17236,2-68065,low
17237,2-68068,medium
17238,2-68071,low
17239,2-68094,medium
17240,2-68104,low
17241,2-69017,low
17242,2-69019,medium
17243,2-70008,low
17244,2-70019,low
17245,2-7013,high
17246,2-7018,low
17247,2-7021,low
17248,2-7027,medium
17249,2-71001,low
17250,2-71034,high
17251,2-71035,medium
17252,2-71045,low
17253,2-71046,medium
17254,2-71069,high
17255,2-71072,medium
17256,2-71073,high
17257,2-71074,high
17258,2-71077,high
17259,2-71094,medium
17260,2-71112,medium
17261,2-72049,low
17262,2-72058,medium
17263,2-73006,low
17264,2-73010,low
17265,2-73012,medium
17266,2-73024,low
17267,2-74015,low
17268,2-74019,low
17269,2-74027,low
17270,2-74030,low
17271,2-74044,low
17272,2-74048,high
17273,2-74058,medium
17274,2-74059,medium
17275,2-74062,low
17276,2-74064,low
17277,2-75002,low
17278,2-75053,medium
17279,2-75055,low
17280,2-75058,low
17281,2-75070,medium
17282,2-75073,low
17283,2-76003,high
17284,2-76013,high
17285,2-76025,medium
17286,2-76029,high
17287,2-78011,medium
17288,2-78024,low
17289,2-78035,low
17290,2-78037,low
17291,2-78043,low
17292,2-78044,high
17293,2-78054,medium
17294,2-79001,medium
17295,2-79025,low
17296,2-79032,medium
17297,2-80011,low
17298,2-80021,low
17299,2-80035,low
17300,2-80063,medium
17301,2-8010,high
17302,2-8021,medium
17303,2-8034,low
17304,2-8063,medium
17305,2-8078,medium
17306,2-81004,low
17307,2-81013,medium
17308,2-81014,medium
17309,2-81019,medium
17310,2-81025,medium
17311,2-81028,low
17312,2-81042,medium
17313,2-82005,medium
17314,2-82006,medium
17315,2-82022,low
17316,2-82024,low
17317,2-82027,low
17318,2-82035,low
17319,2-82039,low
17320,2-83006,low
17321,2-83028,low
17322,2-84008,low
17323,2-84017,medium
17324,2-84020,low
17325,2-84021,medium
17326,2-84025,low
17327,2-85004,high
17328,2-85011,medium
17329,2-85013,medium
17330,2-86004,low
17331,2-86030,medium
17332,2-86032,low
17333,2-86033,low
17334,2-86051,high
17335,2-86052,low
17336,2-87001,low
17337,2-87006,medium
17338,2-87028,low
17339,2-87032,medium
17340,2-88001,high
17341,2-88014,medium
17342,2-88025,high
17343,2-88052,medium
17344,2-88057,medium
17345,2-88070,low
17346,2-88080,high
17347,2-88090,low
17348,2-88098,low
17349,2-88117,high
17350,2-89041,medium
17351,2-89061,medium
17352,2-9030,medium
17353,2-9033,high
17354,2-9040,medium
17355,2-9042,medium
17356,2-9047,high
17357,2-9051,medium
17358,2-9055,high
17359,2-91009,high
17360,2-91024,low
17361,2-91047,low
17362,2-91048,low
17363,2-92006,low
17364,2-92019,low
17365,2-93010,low
17366,2-93014,medium
17367,2-93024,medium
17368,2-93030,medium
17369,2-93035,low
17370,2-93041,low
17371,2-94010,low
17372,2-94021,low
17373,2-94032,low
17374,2-94035,low
17375,2-94036,medium
17376,2-95004,low
17377,2-95012,low
17378,2-95027,medium
17379,2-95034,low
17380,2-95042,medium
17381,2-95046,low
17382,2-96002,low
17383,2-96024,medium
17384,2-97003,medium
17385,2-98003,high
17386,2-98015,medium
17387,2-98022,high
17388,2-98043,high
17389,2-98055,low
17390,2-98076,medium
17391,2-98081,low
17392,3-100002,low
17393,3-100007,low
17394,3-10001,low
17395,3-100013,medium
17396,3-10012,low
17397,3-10017,low
17398,3-10026,low
